interaction_id,ad_id,user_id,interaction_type,interaction_date
01e70875-76b6-4751-a8b8-bda2282a2c18,bc0d84cf-5026-4ae9-a8b4-df388179d9e2,12854cb6-903b-4c87-a2c9-596cfd3c7083,conversion,2023-09-12 12:12:06
c8c9f130-cf38-4ab5-8536-c35aa9a21848,bc39758a-db4d-47a2-b8d4-536044cb4fe3,642369a9-1a01-443e-930a-2ee5b33137c3,view,2023-09-22 01:25:57
2051cb8b-1a4c-4b0e-93ed-5c73ef4a7e14,3efcdd4d-937c-4f40-b421-30d75d4fb732,d1343531-f564-4d3e-9be1-8322a89e2187,view,2023-09-15 05:58:56
b726dd3d-def5-4537-8bcb-f0a0b4d01649,d30d671b-9ea9-4dfa-93e0-991676fd6eb1,9e8a6db3-d2d6-4bd0-9602-686706c6dd05,view,2023-09-01 21:14:51
bc382808-9ad5-44ac-a57c-c4fb23306abf,d99450e5-06bf-490d-a88a-101a17caa881,00603b35-d201-4192-a398-c7810f9435b8,view,2023-09-30 05:10:39
6e636b67-aa03-4cf6-8f35-21aeb29f1e61,a76573d0-9a03-49b3-bf79-a4788d31443f,f6c78591-0e4c-4fb6-8db3-c311e8ee9588,click,2023-09-12 09:27:22
5cd55500-6a58-4f02-80f4-3c5748a359f8,65c7b42b-c7b6-473e-bb64-c7ef01c27af3,fe227dc7-a818-4973-880f-c7f1c57bb948,conversion,2023-09-22 20:52:14
30756d50-50d0-4c3f-908e-397900511499,09eed97b-854e-424a-91cb-e2620f2c5e39,8b93bcc9-bcd0-40d3-960d-99db74e0f93e,view,2023-09-07 10:41:58
599de460-e87a-4d19-9a07-3cba491a2216,a76573d0-9a03-49b3-bf79-a4788d31443f,58534453-4468-4720-866f-cd28409dd3e5,conversion,2023-09-29 16:35:03
862d7422-fff4-472d-a95b-4e548ae94e0d,bc39758a-db4d-47a2-b8d4-536044cb4fe3,64a2a4a4-5bfd-42cc-b618-cc0f5e369b19,click,2023-09-28 20:26:54
b6905879-d851-4d8d-9b8e-c15d2181abd8,3cecc100-b764-4cab-9c67-22b8e4e2221d,427bab53-2c51-4a3a-821a-0590bd01f64d,view,2023-09-02 22:49:05
d72101d1-c20d-4f16-bdd7-90f8d07b025c,c72c0e96-7a17-49f1-9548-52a3f54bf7e3,6af36e96-ebce-48e5-92c4-7bd24408a7e2,conversion,2023-09-05 02:34:19
99e439c3-ff03-4b97-af87-7393900b3412,3efcdd4d-937c-4f40-b421-30d75d4fb732,b6e942ba-cfa5-49d1-90d8-f4b911bcaed0,view,2023-09-26 16:02:51
50454a6f-02d4-4ca9-9996-39cc87728557,3cecc100-b764-4cab-9c67-22b8e4e2221d,d3860c72-b322-45c7-90b8-276878d1c9b5,view,2023-09-18 21:42:51
310ef613-95a8-4adc-99ef-7a5e4e6982a7,bc0d84cf-5026-4ae9-a8b4-df388179d9e2,f7bdb73f-e9c3-474f-972a-7cb1feb340a7,click,2023-09-13 21:27:58
d0c2ef21-4034-4523-a8f7-c2f4909843d0,46853ac8-fd87-4ef9-bd70-39f99e9938a6,f58017dd-1bb6-43ef-94bd-9718111155e3,view,2023-09-22 14:20:25
5d028c18-e1e3-422d-94f2-e1f14496d3e1,2853a9f6-89d3-4b5f-a7a9-919df506c5d0,c1cf9b7d-5010-4e4e-b873-11308118142c,click,2023-09-29 05:25:10
07ee7871-1529-415d-a84d-ef08e88a60fe,3cecc100-b764-4cab-9c67-22b8e4e2221d,fe84f3dd-eb72-47d5-9aa8-4a83a2e406b4,conversion,2023-09-19 10:43:46
d9da93fe-1873-4e2e-815f-a98e6c025eb6,d8c66ffc-b6d6-4443-989e-0e7b89d1c86e,2ba6422e-157f-4194-a55b-19ea875ed644,conversion,2023-09-12 21:38:35
cc6864cd-a904-43d9-bb7d-9c3df70bd255,46853ac8-fd87-4ef9-bd70-39f99e9938a6,22e51482-523c-465d-869c-aa611a166448,conversion,2023-09-04 06:16:37
9fbfbb22-e2ca-45d2-93d4-3635f1201fb1,bc0d84cf-5026-4ae9-a8b4-df388179d9e2,a3377051-18aa-425e-9714-35419255e50d,view,2023-09-23 11:41:18
7a2cf445-ed5e-4288-9aef-f6c5c148c3c7,0000474f-d189-441f-b406-855c93b33591,f43373e9-fc82-41f6-a125-e17d37dd8829,click,2023-09-29 17:01:12
b611028a-4638-4766-b695-5f85a11d625b,dd67436e-9798-44cb-baae-7c37f66c442e,ec05fce2-8da9-4dc3-a651-5276f1fe150e,view,2023-09-13 16:53:55
9f81583b-15c9-4597-b8c1-341f20308e61,09eed97b-854e-424a-91cb-e2620f2c5e39,34efb3e3-1289-41ff-9335-5f32febe0d0f,conversion,2023-09-26 13:31:05
4a5fe29d-1d76-4a65-a48d-4e156fce478f,d9268924-b538-4ba3-9d8b-3e8f4c087ea8,7d102cce-4912-4a10-96e9-3b1b31e54aa4,conversion,2023-09-30 18:45:14
09f7937a-d748-4490-a67c-76ddb8afb4c3,bc39758a-db4d-47a2-b8d4-536044cb4fe3,4a4559c8-d11c-45b7-b224-602a6832f62b,view,2023-09-06 07:55:01
6d8b7105-c1e4-45d4-adad-d13aaaad3037,bc39758a-db4d-47a2-b8d4-536044cb4fe3,e691531e-342b-4964-84ee-9eb0014e581a,view,2023-09-28 10:13:06
55d33fa2-5377-4a78-9ee3-3106ba67cd4f,bc0d84cf-5026-4ae9-a8b4-df388179d9e2,dfa70544-e7bc-420d-8b2b-24289005c028,conversion,2023-09-07 10:39:05
3675d284-b115-4771-b47b-7135546824e6,46853ac8-fd87-4ef9-bd70-39f99e9938a6,f3c9e471-6f87-49b8-a3b1-ce595ecacc3e,conversion,2023-09-15 20:38:32
817b91f6-ec16-4926-ad39-3dd6b546f330,0000474f-d189-441f-b406-855c93b33591,b7e97eb0-bde1-4cc3-a5cb-5cfe3c922516,conversion,2023-09-28 19:30:02
9cd28b04-e358-4f62-8162-2bea30034b3d,ccaf0081-ef3b-410c-84ab-8ea1780923df,faf26c69-73eb-4130-8655-fb121f0704f0,conversion,2023-09-19 09:18:18
2b626dfc-7721-416e-a423-7c3b3225051e,3efcdd4d-937c-4f40-b421-30d75d4fb732,9c75222e-0213-4e70-8b07-bbfbffbf2b76,conversion,2023-09-08 08:39:24
05fbf577-9a7c-4d59-8c08-08985c1c30e0,0000474f-d189-441f-b406-855c93b33591,7201cede-90eb-4930-8be7-e802c2055f42,conversion,2023-09-04 15:43:23
1a148bfe-fa07-4fb6-a7b9-1f6f027eb82a,0000474f-d189-441f-b406-855c93b33591,ee49eb91-9168-4fe3-ba8a-12523c87f97a,view,2023-09-26 11:20:49
4d39a773-9728-46c0-800a-2408edddecc9,7d58f013-b78e-4bb8-99af-b115fdd8291c,f3e7cf89-18d2-4393-b1ac-d1fd55336cba,view,2023-09-16 21:28:44
43400378-a358-44f3-beb2-e4481ba4058a,d8c66ffc-b6d6-4443-989e-0e7b89d1c86e,bfd5d489-7d28-494a-8177-7f5931ce2128,view,2023-09-09 03:50:54
c7aa8e27-5cfa-4075-96fb-cb1eb0047795,3cecc100-b764-4cab-9c67-22b8e4e2221d,6a99f3cc-4a9f-405c-9192-15c3910ee409,click,2023-09-29 12:00:26
a0353d3c-a752-49a7-85f1-0cda633fd0fd,afd5ffb1-79ea-493b-928b-2fdad1af83f0,948b6c34-254b-4edb-a2b9-eec203a14428,view,2023-09-29 07:40:45
6b2d40c8-b7b3-4a06-b353-54f63169a52f,d9268924-b538-4ba3-9d8b-3e8f4c087ea8,57ceaf2f-72e3-42b8-a3d0-8b6496549c18,conversion,2023-09-06 06:01:12
982efe28-a12b-478f-b831-5d088a3d449f,d9268924-b538-4ba3-9d8b-3e8f4c087ea8,7bd37081-15fb-44e2-a44f-43345806d7ac,view,2023-09-01 22:23:50
c9fa36d5-ce84-42b2-b9cf-c3357596aa31,46853ac8-fd87-4ef9-bd70-39f99e9938a6,f3e82a79-34f8-4019-8068-8a486476c363,view,2023-09-23 13:49:50
b0d7c2ea-2d56-42fa-8ab2-07481d456027,d9268924-b538-4ba3-9d8b-3e8f4c087ea8,9c2710ad-ea71-460d-8be9-04a420687930,view,2023-09-18 11:29:01
d1e49721-8086-4116-9642-ac20b6fe8df2,46853ac8-fd87-4ef9-bd70-39f99e9938a6,5a622463-800e-4229-b419-e502dd109a29,click,2023-09-06 13:07:04
76f206e2-42d3-4175-9b0c-4ef8d0b7c6bf,0000474f-d189-441f-b406-855c93b33591,c492060e-ff2a-4dbb-8981-452399f59df0,click,2023-09-15 23:01:40
2b4d000b-ed9c-4b9f-b255-c3c862c90b5b,dd67436e-9798-44cb-baae-7c37f66c442e,a8f938ed-1b1b-40e5-a4a0-20d5f91ffbb7,click,2023-09-23 19:07:32
0fddbab1-59c4-493f-9fb4-810c7a034760,d99450e5-06bf-490d-a88a-101a17caa881,85bab726-fd11-4e78-8b7b-8808642f4c14,view,2023-09-12 01:57:54
a96e655d-855c-472c-9a4b-1dfdbc8ff1a0,3cecc100-b764-4cab-9c67-22b8e4e2221d,e74638e2-6adf-4408-a278-a385af049db8,click,2023-09-21 16:39:28
ff832768-f912-498c-95f0-ebd7a8c54d0d,d8c66ffc-b6d6-4443-989e-0e7b89d1c86e,85bcaadb-a602-4a14-9016-bad2ec69e821,click,2023-09-09 01:52:57
bbd20850-5f80-4e7a-8f5a-71f1e94920c3,d8c66ffc-b6d6-4443-989e-0e7b89d1c86e,f7406bfd-b4d5-4cc8-b030-297056b7a7cf,conversion,2023-09-16 15:27:17
d9fd15f5-d320-40f4-a04f-945a4c7f4e1f,d30d671b-9ea9-4dfa-93e0-991676fd6eb1,fce6fc83-3255-48de-b79e-fd963c018a16,conversion,2023-09-02 17:19:21
570967c2-a9d3-4de7-b324-e8e10dab2e60,c72c0e96-7a17-49f1-9548-52a3f54bf7e3,3e7c0fca-2147-45c5-a745-bd885152fab1,view,2023-09-07 01:51:46
83fccbca-a8d1-4474-bd2b-d8ea3e237727,46853ac8-fd87-4ef9-bd70-39f99e9938a6,0c0a9bae-5176-4e32-b633-020fd923fbd5,click,2023-09-04 17:41:04
c596efce-19e9-4f8d-9577-6e364c6848b1,3cecc100-b764-4cab-9c67-22b8e4e2221d,22bf2800-db04-48e5-bbf0-a292b4f23bf9,conversion,2023-09-14 03:42:08
dad8cab3-9cb6-4b93-a9be-b445db09c0b0,d30d671b-9ea9-4dfa-93e0-991676fd6eb1,49148e79-70af-4ecb-ab8c-0812426673a0,click,2023-09-19 22:42:36
4828d052-486a-4b38-8d68-f35516826348,c72c0e96-7a17-49f1-9548-52a3f54bf7e3,d2fc84ff-3216-4c93-aae5-7c0cc9c5f9d8,view,2023-09-06 04:16:19
d482fb11-3471-46d0-a3b3-12f3f1f696dc,d8c66ffc-b6d6-4443-989e-0e7b89d1c86e,c825f539-2a93-4793-bec8-b9ebe7b46a77,conversion,2023-09-16 02:53:21
2fcc4b33-83c3-4c6e-bbca-861727358a81,09eed97b-854e-424a-91cb-e2620f2c5e39,f81d8d64-6872-4573-a02a-79f257d9c357,click,2023-09-12 16:20:08
fcd0f3db-af8b-4836-9b07-1ff1dc5cf12a,65c7b42b-c7b6-473e-bb64-c7ef01c27af3,38ead127-b4ab-4769-b0b9-60cd51f10f55,click,2023-09-22 21:06:02
ec91d84c-6a38-4f7b-9cef-6f27df849ea0,3cecc100-b764-4cab-9c67-22b8e4e2221d,df62baf2-0b8d-4488-82f0-da2f7b4a61d7,conversion,2023-09-21 09:09:20
a0efacd9-74d1-49db-93b6-9b3b84ed68f6,a76573d0-9a03-49b3-bf79-a4788d31443f,326b1143-268c-45ff-8be4-6c358eb153fd,click,2023-09-12 10:44:01
8bb19611-28ad-44c6-8292-79c3c715f25f,afd5ffb1-79ea-493b-928b-2fdad1af83f0,41d9056b-b5e9-499f-9c5d-0cc96a4d70b8,view,2023-09-30 19:50:03
7bc55b00-82f3-4dd2-b840-39942f674dad,d9efafdb-1f19-446f-917e-bfa4a1e01c4d,e26ca52e-22d8-4f98-a2c9-c50c68942a58,click,2023-09-25 20:44:48
f2a84891-2837-4313-8ddc-b9bd8f3a1c13,a76573d0-9a03-49b3-bf79-a4788d31443f,5fea1d89-46f8-43a0-9301-6dbeae05b657,click,2023-09-20 12:10:38
cec61c5e-e000-40fc-b09a-deb418c07696,d8c66ffc-b6d6-4443-989e-0e7b89d1c86e,2edb073e-4f5e-45ab-aca4-b9d69646ad2a,conversion,2023-09-04 03:06:18
4d10c9cd-8685-4ac1-9f31-30a866efa7b4,d30d671b-9ea9-4dfa-93e0-991676fd6eb1,8b6a73b2-e1a7-4994-ad63-8a0444dfa6fe,conversion,2023-09-06 04:23:15
c93d7e45-99f9-409c-9576-52715afdf6c5,0000474f-d189-441f-b406-855c93b33591,20c252d2-0609-463e-adca-95d4cec7f423,view,2023-09-15 17:57:48
304a9350-50a0-4127-83a1-96d1de5b30a8,3cecc100-b764-4cab-9c67-22b8e4e2221d,7a1c2488-d42d-43b6-ab45-09997c7c0fbe,click,2023-09-30 16:19:11
1c8e046c-83e4-40d9-86f1-16d9d0992e55,d99450e5-06bf-490d-a88a-101a17caa881,f15cb8aa-3c84-44c0-b26d-6a7be338c0fc,click,2023-09-30 23:21:51
2cefacf7-a33b-4eb5-8e2b-e37336fd8f89,a76573d0-9a03-49b3-bf79-a4788d31443f,76cffd1b-22ca-4a8a-8022-996b3ff1a57e,view,2023-10-01 06:25:54
af1f0d44-9b1b-45f6-b5a1-469b36525c14,3cecc100-b764-4cab-9c67-22b8e4e2221d,d4475bd8-280d-469e-9aa9-01e5976b9ce7,view,2023-09-20 23:38:24
2860f0c8-dbe7-4dbb-abfe-17d02243caff,bc39758a-db4d-47a2-b8d4-536044cb4fe3,9a488803-0fe3-4467-9ef4-eaa068bf8463,click,2023-09-13 18:39:19
c7cce51e-1411-474f-9c2f-cd7c27c407c6,d9268924-b538-4ba3-9d8b-3e8f4c087ea8,21081b8b-9d48-44d8-8c5f-c8e7f105957a,view,2023-09-08 08:18:56
15d6fd14-9029-4b7e-84d5-0369e6c8b475,09eed97b-854e-424a-91cb-e2620f2c5e39,ea8845b7-819f-4b3e-83d7-fd70cad94a21,view,2023-09-26 08:15:42
c946947b-10c7-4238-aa77-ea83aba1e4f2,c72c0e96-7a17-49f1-9548-52a3f54bf7e3,1b8749d9-bb9c-4a31-95ec-fa04c00ae15c,click,2023-09-03 12:01:26
8f757229-7ef9-4ffb-b991-75208b5978c1,bc0d84cf-5026-4ae9-a8b4-df388179d9e2,f62b313e-b1c8-4839-aeff-87146da26476,conversion,2023-09-27 15:13:13
2a6d5de3-23b1-46bc-8358-4b36ce384da2,d30d671b-9ea9-4dfa-93e0-991676fd6eb1,e37c1495-6f5f-4d24-8f74-201bd80d2337,click,2023-09-23 17:42:11
9506d0fe-e718-4b86-9548-b8f393037ba9,46853ac8-fd87-4ef9-bd70-39f99e9938a6,8656aa5a-dbf4-4baf-974b-61e0dcc27831,view,2023-09-27 20:08:52
43445770-6cb9-4a41-88bb-da7e9114fc35,09eed97b-854e-424a-91cb-e2620f2c5e39,04b022d0-4512-43d9-95a2-cd37e8bc03ca,view,2023-09-15 21:51:16
d352e082-86ff-4535-b562-8a47cc7ff21e,46853ac8-fd87-4ef9-bd70-39f99e9938a6,3d8781a7-c469-4838-87ef-37afbffd954b,click,2023-09-06 06:50:04
ef1ab8ee-0ded-411f-ba33-feab252a6afb,0000474f-d189-441f-b406-855c93b33591,a620fcd2-fccf-4362-af50-4e5bfade988e,click,2023-09-10 19:11:21
fb72e52e-dbbb-4727-9fd9-fd127889b4fc,d9efafdb-1f19-446f-917e-bfa4a1e01c4d,10ec564b-a642-47bc-908c-d9ba366a8160,conversion,2023-09-03 16:36:21
9e974eec-2d85-42a5-b08f-6bf049dafbaa,3efcdd4d-937c-4f40-b421-30d75d4fb732,34e60d92-bf2e-4263-9098-eeef07e9b198,click,2023-09-15 19:43:43
b07a87a6-a20d-48f1-876e-36edb0e6729e,d9efafdb-1f19-446f-917e-bfa4a1e01c4d,56d3ad8b-340e-449f-98ab-d98215b367e8,conversion,2023-09-14 22:28:49
ac96f8fa-11dc-4944-8a74-512d50fccfad,2853a9f6-89d3-4b5f-a7a9-919df506c5d0,8c5db906-8648-4c3c-adb8-e88730f489f4,view,2023-09-01 15:03:23
244ceb16-f091-4f72-9b3f-d2235d2ca4ec,d30d671b-9ea9-4dfa-93e0-991676fd6eb1,e4ee4571-6690-4b2f-a3c7-49d7350f54ce,view,2023-09-10 01:50:36
6e8bd8a7-ce02-45ce-af75-9bdfbca0961b,d30d671b-9ea9-4dfa-93e0-991676fd6eb1,027f89bf-4518-47ab-8e8d-50a858845ff7,conversion,2023-09-16 15:33:22
04aa5a76-75ed-4f93-b327-8c74a130dee1,d99450e5-06bf-490d-a88a-101a17caa881,9fc9984c-0bff-43dd-b148-c6530be65836,view,2023-09-26 10:11:58
e328f9dc-511c-47af-ac40-81a5c90c952f,d30d671b-9ea9-4dfa-93e0-991676fd6eb1,53aad352-4b1c-414d-b868-3294a67d5d9c,view,2023-09-06 03:44:55
0a103b84-06a5-43dd-b1ce-1c8544119fc6,d8c66ffc-b6d6-4443-989e-0e7b89d1c86e,ce159cfc-0c21-4e66-8897-838914beced9,click,2023-09-27 11:20:47
c9bdffd9-19ff-4e01-af1a-726193b2a974,09eed97b-854e-424a-91cb-e2620f2c5e39,71a877f4-d8ee-4e98-b551-c146b54894bc,view,2023-09-04 23:11:19
8a7a7e6f-a951-4429-8357-c7b2c14151cc,d9268924-b538-4ba3-9d8b-3e8f4c087ea8,a880cc1c-4ccf-4737-bb31-321e20c2afe2,view,2023-09-10 22:50:28
a0ea44e9-b295-451f-9461-f603f335107e,09eed97b-854e-424a-91cb-e2620f2c5e39,83a272d4-6191-4533-808d-c714a81a357d,conversion,2023-09-01 17:07:54
038db4aa-ce96-4b90-b4ba-6ef7772b5b21,afd5ffb1-79ea-493b-928b-2fdad1af83f0,32793877-9c39-43cd-95b8-87401dbebb7d,click,2023-09-06 18:43:15
69ead6dc-4ff4-4523-9b98-0b53f99b0046,ccaf0081-ef3b-410c-84ab-8ea1780923df,d83a2412-1b4e-4de4-84b3-d13099490138,click,2023-09-02 17:29:12
36222a39-e590-4acb-b0ca-57a4e4b2e89b,3cecc100-b764-4cab-9c67-22b8e4e2221d,377cadb5-72de-401f-83d0-6b070be7f7b0,conversion,2023-09-28 00:09:20
0db1be61-132f-488e-8fe8-9395a26d2076,d9268924-b538-4ba3-9d8b-3e8f4c087ea8,7ad8b16f-8e5b-4b8b-930c-265094bdff38,click,2023-09-24 10:45:14
2a03f797-6772-42f3-8b76-83a3ab25557b,2853a9f6-89d3-4b5f-a7a9-919df506c5d0,0e63affc-9137-4253-9da6-64f7be1ebae8,click,2023-09-07 01:00:37
05f86f91-b017-4c8a-9323-8e3e815103dd,3efcdd4d-937c-4f40-b421-30d75d4fb732,4a842da1-00bd-4f6b-b518-b76b8bd41040,click,2023-09-12 16:19:14
c60ae33f-f75d-4104-9504-b2b2b2b1dbda,c72c0e96-7a17-49f1-9548-52a3f54bf7e3,c881e8d4-f349-4d8d-8add-9132bbfb4575,click,2023-09-06 04:08:59
a8ab4b56-c6fd-4015-9e2c-1234869177d9,d30d671b-9ea9-4dfa-93e0-991676fd6eb1,647c65ca-81f3-4dc3-aae8-1467bd6b854a,click,2023-09-24 04:20:01
25822324-7666-408e-942f-ac01e9db6f77,7d58f013-b78e-4bb8-99af-b115fdd8291c,43b401ad-7760-4efb-80a5-e864b3fdc0bc,view,2023-09-07 21:30:52
da4a53a3-f195-44c8-a14a-53dd3ce531e4,c72c0e96-7a17-49f1-9548-52a3f54bf7e3,030a4c10-da93-47e7-876b-a90f931413a8,click,2023-09-26 18:50:03
e425707f-0fc2-47d3-acc8-02665657f581,2853a9f6-89d3-4b5f-a7a9-919df506c5d0,476dfb9c-750f-406a-bb18-98ee6d99ca11,click,2023-09-10 02:52:53
03962308-900a-4fa7-8811-226f1ed6b2b7,c72c0e96-7a17-49f1-9548-52a3f54bf7e3,fdfd0170-ad16-4e21-a7cf-e41c050b7f75,click,2023-09-18 12:07:49
0a6d8c83-1048-4f9b-a9b3-a2d0e512fb2e,46853ac8-fd87-4ef9-bd70-39f99e9938a6,798b9aa3-f4db-4931-bbaa-9d94721b9fce,view,2023-09-30 13:40:04
e01abeb9-87c5-40f3-92b0-98e082af909a,afd5ffb1-79ea-493b-928b-2fdad1af83f0,cbc51a11-5049-4d69-89cb-843099ac424c,view,2023-09-12 06:56:07
6d373058-3cd8-47ad-b9c1-ac2232e96f58,7d58f013-b78e-4bb8-99af-b115fdd8291c,9e5cdfc9-63f6-4dd3-9e04-92e82f6c8aa0,click,2023-09-09 03:17:55
6ad6fb81-8f27-4fd5-a0a0-261533d06a26,d9268924-b538-4ba3-9d8b-3e8f4c087ea8,2fe1a61b-8137-4f7c-a425-c5204a818ac9,view,2023-09-06 00:47:36
c2aede69-e9e3-4c9a-8a4c-63980b1da11f,afd5ffb1-79ea-493b-928b-2fdad1af83f0,2fc5bae1-6137-4b2a-9928-c48ebed50094,view,2023-09-18 23:41:06
2df04e7b-a12d-437f-8374-1db5e77f7139,09eed97b-854e-424a-91cb-e2620f2c5e39,ca0cb966-a7d8-4920-b395-10105534e7cf,conversion,2023-09-27 03:09:11
dacd4975-91f8-4d5e-8140-92d8f75b9c2b,bc0d84cf-5026-4ae9-a8b4-df388179d9e2,e1c497bb-0fd7-438d-a468-2e6cafdaa6e9,click,2023-09-30 22:44:21
1f717fef-ad43-42fb-a2da-954311f8ab52,afd5ffb1-79ea-493b-928b-2fdad1af83f0,ee49dbba-b516-4465-ae3f-ed63a9b46f9e,conversion,2023-09-21 15:45:31
22bd348f-b255-4587-ab89-3916d83b23a4,d99450e5-06bf-490d-a88a-101a17caa881,a5d5885f-b0b2-42b9-804d-c9b00507196d,conversion,2023-09-16 01:41:56
bc3baa3b-0754-4a0c-a169-b3e8615bab35,d9efafdb-1f19-446f-917e-bfa4a1e01c4d,331d5c60-40d9-4d53-ae7d-8ae9d5b34e9d,view,2023-09-27 03:39:36
220f7bb8-3bb7-47e8-a7b3-87686660de81,d8c66ffc-b6d6-4443-989e-0e7b89d1c86e,c3c64f8e-7cd7-44da-9253-91c441f2299b,click,2023-09-03 17:31:26
b6fff96d-5c37-4948-9f3e-1bf51d7d22f0,dd67436e-9798-44cb-baae-7c37f66c442e,2c583585-db3f-4d61-86e9-c1edf116259c,conversion,2023-09-30 02:44:47
f27de1e8-e35f-448a-971b-3d2a0819608c,a76573d0-9a03-49b3-bf79-a4788d31443f,93e0be4c-94df-4e5e-801c-8eab5dcf0474,click,2023-09-21 03:12:33
b3e46f8e-2455-408a-9e56-febaa874066f,ccaf0081-ef3b-410c-84ab-8ea1780923df,d01569b3-39ac-47d8-864a-2edb58b6b8c3,click,2023-09-25 08:40:18
4f7833ba-8bc1-433e-9138-ef72f19d991e,d9efafdb-1f19-446f-917e-bfa4a1e01c4d,44c1f117-9083-4636-92b8-05e25717450e,view,2023-09-01 14:46:04
790fe22d-3a03-4eaa-a2cd-2f8cd16f5d29,2853a9f6-89d3-4b5f-a7a9-919df506c5d0,7487e6bb-affa-4ab4-a04d-e332797369c4,conversion,2023-09-17 17:51:37
e314d872-4daa-4ddf-83d6-69e89ad629cd,bc0d84cf-5026-4ae9-a8b4-df388179d9e2,bd33664b-1827-47b2-9c5e-f1246c97df9d,conversion,2023-09-28 20:30:14
11497c26-352e-47dc-ab30-8bc0553c748d,2853a9f6-89d3-4b5f-a7a9-919df506c5d0,705bcbf9-773d-4624-ab59-629cbf960438,click,2023-09-28 16:48:39
3bd4c9e3-ca0a-4eb4-ac28-c6fc514b87f7,dd67436e-9798-44cb-baae-7c37f66c442e,71834712-d26f-4c55-9d50-f2f37419311d,view,2023-09-07 10:52:55
1bad62dd-8ffb-4825-88b6-3b54932c22a9,09eed97b-854e-424a-91cb-e2620f2c5e39,7610c713-859c-4e90-bc1d-724aea1ef1f7,view,2023-09-23 01:46:23
182e9ffa-3da2-459b-a54a-dd7e809c320b,a76573d0-9a03-49b3-bf79-a4788d31443f,af97b0cd-fa26-43fa-a48f-e4e2b14cc97d,click,2023-09-15 19:54:53
3621f6dd-991f-455a-8b1a-10edccd58e52,7d58f013-b78e-4bb8-99af-b115fdd8291c,3c3cb54c-22fe-4a58-8562-810b705fe846,click,2023-09-22 13:52:55
bdd72769-f5a8-41f8-9800-44a9be6ff1ea,d9268924-b538-4ba3-9d8b-3e8f4c087ea8,68cc27a6-b384-46db-9473-bee54dc39d70,conversion,2023-09-06 15:26:00
90e269b4-9503-4a8f-b698-35b66eb74620,0000474f-d189-441f-b406-855c93b33591,b33744bc-204d-4dd2-96e2-82b0dd4e0f70,view,2023-09-19 02:16:57
874daee6-72a7-499b-8cb9-139f5fc42ec2,7d58f013-b78e-4bb8-99af-b115fdd8291c,7b0154b6-4c76-4628-99b3-26f437fd9adc,click,2023-09-17 20:12:01
a2dd7861-7a06-442a-b778-848e4e4fc043,d9efafdb-1f19-446f-917e-bfa4a1e01c4d,f7446d02-1e72-4f4b-9ae7-ff25d40a22d0,conversion,2023-09-07 22:45:05
a5649c7a-3754-47e9-90aa-32efd339085f,d9268924-b538-4ba3-9d8b-3e8f4c087ea8,0007e3ff-7bba-4d7b-8be7-ac8d413e1529,click,2023-09-13 02:25:12
6ed2a74d-826b-4f84-bb44-47a37b5ff745,0000474f-d189-441f-b406-855c93b33591,8a803146-6451-4c9f-b7e4-237ae9570e38,view,2023-09-04 20:02:50
